stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,wheelchair_boarding
BUS264E,BUS264E,4th St & Montefiore St (SE Corner): BUS264E,4th St & Montefiore St (SE Corner) - BUS264E,40.401953,-86.892955,0,0
BUS979,BUS979,Owen St & 4th St (West of): BUS979,Owen St & 4th St (West of) - BUS979,40.4051839056721,-86.8933178122829,0,0
BUS912,BUS912,Owen St & 2nd St (NE Corner): BUS912,Owen St & 2nd St (NE Corner) - BUS912,40.4051772001491,-86.8952409562612,0,0
BUS424,BUS424,Holloway Dr & Owen St (North of): BUS424,Holloway Dr & Owen St (North of) - BUS424,40.4054776075767,-86.8975758193478,0,0
BUS657,BUS657,Holloway Dr & Washington St (North of): BUS657,Holloway Dr & Washington St (North of) - BUS657,40.406955504832,-86.8976227580084,0,0
BUS310,BUS310,Kossuth St & 3rd St (SE Corner): BUS310,Kossuth St & 3rd St (SE Corner) - BUS310,40.4098348563811,-86.8946039315822,0,0
BUS991,BUS991,South Tipp Park on 3rd St: BUS991,South Tipp Park on 3rd St - BUS991,40.4131715245945,-86.894162708173,0,0
BUS165,BUS165,3rd St & Alabama St (SE Corner): BUS165,3rd St & Alabama St (SE Corner) - BUS165,40.4163512835712,-86.8941868480555,0,0
BUS172,BUS172,2rd St & Alabama St (NE Corner): BUS172,2rd St & Alabama St (NE Corner) - BUS172,40.416478688507,-86.8953562912557,0,0
BUS185,BUS185,2nd St & Columbia St (SE Corner): BUS185,2nd St & Columbia St (SE Corner) - BUS185,40.4181067894761,-86.8954166409622,0,0
BUS287NE,BUS287NE,Columbia St & 2nd St (NE Corner): BUS287NE,,40.4182677220266,-86.8953321513732,0,0
BUS156,BUS156,Wabash Landing on State St (at shelter): BUS156,Wabash Landing on State St - BUS156,40.4210143042215,-86.9014207661999,0,0
BUS547,BUS547,Mitch Daniels Blv & Russell St (NE Corner): BUS547,Mitch Daniels Blvd & Russell St (NE Corner) - BUS547,40.424234,-86.918942,0,0
BUS504,BUS504,Purdue West on McCormick Rd: BUS504,Purdue West on McCormick Rd - BUS504,40.427222,-86.930559,0,0
BUS251E,BUS251E,McCormick Rd & Stadium Ave (NE Corner): BUS251E,McCormick Rd & Stadium Ave (NE Corner) - BUS251E,40.430131,-86.931639,0,0
BUS906E,BUS906E,Schwartz Tennis Cntr on McCormick Rd: BUS906E,Schwartz Tennis Cntr on McCormick Rd - BUS906E,40.436504,-86.936006,0,0
BUS393,BUS393,SW Blackbird Farms Apt Buildings (E): BUS393,SW Blackbird Farms Apt Buildings (E) - BUS393,40.442945387539,-86.9424277211683,0,0
BUS236,BUS236,McCormick Rd & Lindberg Rd (SE Corner): BUS236,McCormick Rd & Lindberg Rd - BUS236,40.444768,-86.9435,0,0
BUS551,BUS551,University Pl (at clubhouse): BUS551,,40.447349575004,-86.9369479678242,0,0
BUS308,BUS308,Village West Apts on Lindberg (at Shelter): BUS308,Village West Apts on Lindberg (at Shelter) - BUS308,40.4460902777964,-86.9401183390688,0,0
BUS300,BUS300,Station 21 on Lindberg (@ Shelter): BUS300,Station 21 on Lindberg (Shelter) - BUS300,40.4460969833193,-86.9435153569886,0,0
BUS225,BUS225,Connection Point Church: BUS225,,40.456454,-86.948642,0,0
BUS223,BUS223,Lodge Apts on Cumberland Ave (@Shelter): BUS223,Lodge Apts on Cumberland Ave (@Shelter) - BUS223,40.459215,-86.939929,0,0
BUS549S,BUS549S,Fowler Apartments on Ferry St: BUS549S,Fowler Apartments on Ferry St - BUS549S,40.4200017702581,-86.8924286599415,0,0
BUS534S,BUS534S,Ferry St & 6th St (SW Corner): BUS534S,Ferry St & 6th St (SW Corner) - BUS534S,40.4200124990948,-86.89084079211,0,0
BUS532SW,BUS532SW,Ferry St & 8th St (SW Corner): BUS532SW,Ferry St & 8th St (SW Corner) - BUS532SW,40.4200205457223,-86.888530068906,0,0
BUS255,BUS255,9th St & Ferry St (NE Corner): BUS255,9th St & Ferry St (NE Corner) -  BUS255,40.420261944548,-86.8867504231185,0,0
BUS220SE,BUS220SE,Brown St & 9th St (SE Corner): BUS220SE,Brown St & 9th St (SE Corner) - BUS220SE,40.4217317951758,-86.8867866329424,0,0
BUS783SE,BUS783SE,9th St & Cincinnati St (SE Corner): BUS783SE,9th St & Cincinnati St (SE Corner) - BUS783SE,40.422775,-86.886793,0,0
BUS430,BUS430,9th St & Union St (SE Corner): BUS430,9th St & Union St (SE Corner) - BUS430,40.4246232166662,-86.8868711225314,0,0
BUS853,BUS853,Salem St & 9th St (SE Corner): BUS853,Salem St & 9th St (SE Corner) - BUS853,40.42558,-86.886886,0,0
BUS292SE,BUS292SE,9th St & Hartford St (SE Corner): BUS292SE,9th St & Hartford St (SE Corner) - BUS292SE,40.4276192443144,-86.8869435421791,0,0
BUS789SW,BUS789SW,Hartford St & 12th St (SW Corner): BUS789SW,Hartford St & 12th St (SW Corner)  - BUS789SW,40.427658,-86.884342,0,0
BUS546W,BUS546W,Hartford St & 14th St (at Shelter): BUS546W,Hartford St & 14th St (at Shelter) - BUS546W,40.427681,-86.882416,0,0
BUS847,BUS847,Tippecanoe St & 14th (East of): BUS847,Tippecanoe St & 14th (East of) - BUS847,40.42642,-86.88135,0,0
BUS488,BUS488,Tippecanoe St & 17th St (SW Corner): BUS488,Tippecanoe St & 17th St (SW Corner) - BUS488,40.426423,-86.879189,0,0
BUS451,BUS451,Riggs Community Health Clinic (@ Shelter): BUS451,Riggs Community Health Clinic (at Shelter) - BUS451,40.4285526531072,-86.878922395642,0,0
BUS849,BUS849,17th St & Howell St (SE Corner): BUS849,17th St & Howell St (SE Corner) - BUS849,40.4300506669313,-86.8789438533154,0,0
BUS452,BUS452,17th St & Greenbush St (SE Corner): BUS452,17th St & Greenbush St (SE Corner) - BUS452,40.431944,-86.878946,0,0
BUS330SW,BUS330SW,Greenbush St & 18th St (SW Corner): BUS330SW,Greenbush St & 18th St (SW Corner) - BUS330SW,40.4320328195114,-86.8777046726766,0,0
BUS850,BUS850,Wabash Center on 20th St (at Shelter): BUS850,Wabash Center on 20th St (at Shelter) - BUS850,40.432693,-86.874373,0,0
BUS851,BUS851,20th St & Meharry St (SE Corner): BUS851,20th St & Meharry St (SE Corner) - BUS851,40.4338325818677,-86.8744659050981,0,0
BUS852,BUS852,20th St & Perrine St (SE Corner): BUS852,20th St & Perrine St (SE Corner) - BUS852,40.435801323402,-86.8744846805623,0,0
BUS274,BUS274,Underwood St & 20th St (SE Corner): BUS274,Underwood St & 20th St (SE Corner) - BUS274,40.4377137385436,-86.8744940682944,0,0
BUS937,BUS937,Underwood St & 22nd St (SW Corner): BUS937,Underwood St & 22nd St (SW Corner) - BUS937,40.4377271495895,-86.8713813645471,0,0
BUS353,BUS353,Underwood St & 24th St (NE Corner): BUS353,Underwood St & 24th St (NE Corner) - BUS353,40.437993,-86.869625,0,0
BUS854,BUS854,24th St & Albany St (SE Corner): BUS854,24th St & Albany St (SE Corner) - BUS854,40.4397857451311,-86.8696419518973,0,0
BUS676,BUS676,"Malibu Jack's at Tippecanoe Mall: BUS676","Malibu Jack's at Tippecanoe Mall - BUS676",40.39185,-86.84846,0,0
BUS671,BUS671,"Wendy's at Tippecanoe Mall (North Side): BUS671","Wendy's at Tippecanoe Mall (North Side) - BUS671",40.393337,-86.84857,0,0
BUS677,BUS677,SR 38/25 & Kingsway Dr: BUS677,SR 38/25 & Kingsway Dr - BUS677,40.3945435818758,-86.8487636356809,0,0
BUS462,BUS462,SR 38/25 @ Lafayette Marketplace: BUS462,SR 38/25 @ Lafayette Marketplace - BUS462,40.397343,-86.852698,0,0
BUS946,BUS946,SR 38/25 @ Golden Lion: BUS946,SR 38/25 @ Golden Lion - BUS946,40.39956,-86.85581,0,0
BUS678,BUS678,Main St & Sagamore Pkwy S (NW Corner): BUS678,Main St & Sagamore Pkwy S (NW Corner) - BUS678,40.4014703870696,-86.8585925912018,0,0
BUS506,BUS506,Main St & McCarty Ln (Southeast of): BUS506,Main St & McCarty Ln (Southeast of) - BUS506,40.4027216376496,-86.8603024995507,0,0
BUS531NE,BUS531NE,Main St &  Earl Ave (Northeast of): BUS531NE,Main St &  Earl Ave (Northeast of) - BUS531NE,40.405109,-86.863676,0,0
BUS664NW,BUS664NW,Main St & S 28th St (NW Corner): BUS664NW,Main St & S 28th St (NW Corner) -  BUS664NW,40.4064941648539,-86.8655958393571,0,0
BUS663NE,BUS663NE,Main St & S 25th St (NE Corner): BUS663NE,Main St & S 25th St (NE Corner) - BUS663NE,40.4079318289716,-86.8676088373428,0,0
BUS216E,BUS216E,Main St & 24th St (East Side North of): BUS216E,Main St & 24th St (East Side North of) - BUS216E,40.409462,-86.86967,0,0
BUS191,BUS191,Frozen Custard on Main St: BUS191,Frozen Custard on Main St -  BUS191,40.410741,-86.871123,0,0
BUS408,BUS408,Main St & 21st St (Northeast of): BUS408,Main St & 21st St (Northeast of) - BUS408,40.412350768587,-86.8729289992409,0,0
BUS482SE,BUS482SE,Main St & Scott St (Southeast Corner): BUS482SE,Main St & Scott St (Southeast Corner) - BUS482SE,40.4137575872992,-86.8745061382357,0,0
BUS444NE,BUS444NE,Main St & Jackson St (North of): BUS444NE,Main St & Jackson St (North of) - BUS444NE,40.4157048711601,-86.8767122552819,0,0
BUS391NE,BUS391NE,Alabama St & Main St (NE Corner): BUS391NE,,40.416573,-86.877639,0,0
BUS305,BUS305,Columbia St & 14th St (NE Corner): BUS305,Columbia St & 14th St (NE Corner) - BUS305,40.4182730864449,-86.8811808157671,0,0
BUS309,BUS309,Columbia St & 12th St (NE Corner): BUS309,Columbia St & 12th St (NE Corner) - BUS309,40.4182704042358,-86.8837704887253,0,0
BUS242,BUS242,Columbia St & 9th St (NE Corner): BUS242,Columbia St & 9th St (NE Corner) - BUS242,40.4182717453403,-86.8867101899809,0,0
BUS257,BUS257,Meijer Store East (at Shelter): BUS257,Meijer Store East (at Shelter) - BUS257,40.41539,-86.8138,0,0
BUS299,BUS299,Meijer Ct & Meijer Dr (NE Corner): BUS299,Meijer Ct & Meijer Dr (SN Corner) - BUS299,40.4167898247713,-86.8140719422145,0,0
BUS277N,BUS277N,SR 26 & Frontage Rd (NE Corner): BUS277N,SR 26 & Frontage Rd (NE Corner) -  BUS277N,40.4176441083934,-86.8164698372167,0,0
BUS386,BUS386,South St & Red Cloud Trl (East of): BUS386,South St & Red Cloud Trl (East of) - BUS386,40.4177916298981,-86.823625971295,0,0
BUS406,BUS406,South St & Brinker St (West of): BUS406,South St & Brinker St - BUS406,40.4178519796045,-86.8295093971198,0,0
BUS806,BUS806,South St & Eastland Dr (West of): BUS806,South St & Eastland Dr (West of) - BUS806,40.4177943121072,-86.8338532348784,0,0
BUS377,BUS377,South St & Creasy Ln (Northeast of): BUS377,South St & Creasy Ln (Northeast of) - BUS377,40.417806,-86.836661,0,0
BUS831,BUS831,South St & Creasy Ln (West of): BUS831,South St & Creasy Ln (West of) - BUS831,40.417769,-86.839813,0,0
BUS302,BUS302,South St & Executive Dr (West of): BUS302,South St & Executive Dr (West of) - BUS302,40.4177125047274,-86.843884697192,0,0
BUS811,BUS811,Target on South St(@ 5th/3rd Bank): BUS811,Target on South St(@ 5th/3rd Bank) - BUS811,40.4177031169953,-86.8479978649615,0,0
BUS411,BUS411,36th St & South St (North of): BUS411,36th St & South St (North of) - BUS411,40.4181269060449,-86.8498459070829,0,0
BUS813E,BUS813E,36th St & Coleman Ct (East Side): BUS813E,36th St & Coleman Ct (East Side) - BUS813E,40.422411,-86.850843,0,0
BUS552SE,BUS552SE,36th St & Union St (SE Corner): BUS552SE,36th St & Union St (SE Corner) - BUS552SE,40.4247707381708,-86.8503541857215,0,0
BUS793,BUS793,RRX on Union St (NE Corner): BUS793,RRX on Union St (NE Corner) - BUS793,40.4249464228717,-86.854750326559,0,0
BUS196W,BUS196W,Earl Ave & Union St (West Side South of): BUS196W,Earl Ave & Union St (West Side South of) - BUS196W,40.424254,-86.860709,0,0
BUS507W,BUS507W,Portledge Commons Apts on Earl Ave: BUS507W,Portledge Commons Apts on Earl Ave - BUS507W,40.4220482958584,-86.860636434593,0,0
BUS459NW,BUS459NW,Earl Ave & Cason St (NW Corner): BUS459NW,Earl Ave & Cason St (NW Corner) - BUS459NW,40.4205395531976,-86.8606029069783,0,0
BUS487W,BUS487W,Ferry St & Earl Ave (NW Corner): BUS487W,Ferry St & Earl Ave (NW Corner) -  BUS487W,40.4191327344854,-86.86074372296,0,0
BUS116,BUS116,Ferry St & 28th St (NW Corner): BUS116,Ferry St & 28th St (NW Corner) - BUS116,40.419079090302,-86.8653396883809,0,0
BUS542,BUS542,Ferry St & 26th St (NE Corner): BUS542,Ferry St & 26th St (NE Corner) - BUS542,40.4190415393735,-86.86752032444,0,0
BUS545N,BUS545N,Ferry St & 24rd St (NW Corner): BUS545N,Ferry St & 24rd St (NW Corner) - BUS545N,40.4190469037918,-86.8700670820515,0,0
BUS548NE,BUS548NE,Ferry St & 21st St (NE Corner): BUS548NE,Ferry St & 21st St (NE Corner) - BUS548NE,40.4189798485625,-86.8734453245071,0,0
BUS280N,BUS280N,Ferry St & 19th St (West of): BUS280N,Ferry St & 19th St (West of) - BUS280N,40.418951,-86.875856,0,0
BUS798NE,BUS798NE,Ferry St & Asher St (NE Corner): BUS798NE,Ferry St & Asher St (NE Corner) - BUS798NE,40.4193298768598,-86.8789398300016,0,0
BUS797N,BUS797N,Ferry St & Perrin Ave (West of): BUS797N,Ferry St & Perrin Ave (West of) - BUS797N,40.4200822365333,-86.8818848956755,0,0
BUS796N,BUS796N,Ferry St & Erie St (West of): BUS796N,Ferry St & Erie St (West of) - BUS796N,40.420085,-86.884236,0,0
BUS794N,BUS794N,Ferry St & 10th St (NE corner): BUS794N,Ferry St & 10th St (NE corner) - BUS794N,40.420086,-86.885774,0,0
BUS532NE,BUS532NE,Ferry St & 8th St (NE Corner): BUS532NE,Ferry St & 8th St (NE Corner) - BUS532NE,40.420088,-86.888169,0,0
BUS534N,BUS534N,Ferry St & 6th St (NE Corner): BUS534N,Ferry St & 6th St (NE Corner) - BUS534N,40.4200902831608,-86.8902252251044,0,0
BUS549N,BUS549N,Fowler House Apts on Ferry St: BUS549N,Fowler House Apts on Ferry St - BUS549N,40.4200741899058,-86.8925855691782,0,0
BUS287,BUS287,2nd St & Columbia St (NW Corner): BUS287,2nd St & Columbia St (NW Corner) -  BUS287,40.418309,-86.895538,0,0
BUS172W,BUS172W,2nd St & Alabama St (NE Corner): BUS172,,40.4164961228666,-86.8955695268851,0,0
BUS150,BUS150,Alabama St & 4th St (SW Corner): BUS150,Alabama St & 4th St (SW Corner) - BUS150,40.4163702683192,-86.8932114875016,0,1
BUS194,BUS194,Fountain St & 4th St (NW Corner): BUS194,Fountain St & 4th St (NW Corner) - BUS194,40.412823,-86.893106,0,0
BUS240,BUS240,4th St & Fairmont St (NW Corner): BUS240,4th St & Fairmont St (NW Corner) - BUS240,40.408744,-86.893084,0,0
BUS399,BUS399,4th St & Owen St (NW Corner): BUS399,4th St & Owen St (NW Corner) - BUS399,40.405259007529,-86.8930482502608,0,0
BUS264W,BUS264W,4th St & Montefiore St (NW Corner): BUS264W,4th St & Montefiore St (NW Corner) - BUS264W,40.4018123687394,-86.8930978711306,0,0
BUS665,BUS665,4th St & Williams Ridge/Saw Mill Rd: BUS665,4th St & Williams Ridge/Saw Mill Rd - BUS665,40.3980760513589,-86.8945610162354,0,0
BUS261,BUS261,4th St & Teal Rd (North of): BUS261,4th St & Teal Rd (North of) - BUS261,40.396167,-86.895664,0,0
BUS653NE,BUS653NE,Old US 231S & Windy Hill Dr (NE Corner): BUS653NE,Old US 231S & Windy Hill Dr (NE Corner) - BUS653NE,40.3944725033326,-86.9001373291098,0,0
BUS254,BUS254,Elston Rd & Old US231 (West of): BUS254,Elston Rd & Old US231 (West of) - BUS254,40.3925842280736,-86.9038146378884,0,0
BUS270,BUS270,Elston Rd & Beck Ln (West of): BUS270,Elston Rd & Beck Ln (West of) - BUS270,40.3930361803196,-86.9093386476838,0,0
BUS655,BUS655,Elston Point Apts on Elston Rd(NE Corner): BUS655,Elston Point Apts on Elston Rd (NE Corner) - BUS655,40.393304401237,-86.9124728091045,0,0
BUS159,BUS159,Old Romney Rd & US52 / SR25 (NW Corner): BUS159,Old Romney Rd & US52 / SR25 (NW Corner) - BUS159,40.3891818457354,-86.9129435368147,0,0
BUS212,BUS212,Romney Meadows Apts (at Shelter): BUS212,Romney Meadows Apts (at Shelter) - BUS212,40.387018644036,-86.9121938593503,0,0
BUS211,BUS211,Twyckenham Blvd & Old Romney (NW Corner): BUS211,Twyckenham Blvd & Old Romney (NW Corner) - BUS211,40.3849426141347,-86.911437476363,0,0
BUS658,BUS658,CR 10 W & Twyckenham Blvd (SW Corner): BUS658,CR 10 W & Twyckenham Blvd (SW Corner) - BUS658,40.3846301367658,-86.906809324432,0,0
BUS764,BUS764,Twyckenham Blvd & Old US 231S (East of): BUS764,Twyckenham Blvd & Old US 231S (East of) - BUS764,40.3846355011842,-86.9042022171141,0,0
BUS703S,BUS703S,Twyckenham & Poland Hill (Southwest of): BUS703S,Twyckenham & Poland Hill (Southwest of) - BUS703S,40.383391,-86.896151,0,0
BUS704S,BUS704S,Quarry Dr & Twyckenham (SW Corner): BUS704S,Quarry Dr & Twyckenham (SW Corner) - BUS704S,40.3834995855987,-86.8924259777323,0,0
BUS340S,BUS340S,Twyckenham Blvd & 9th St (SW Corner): BUS340S,Twyckenham Blvd & 9th St (SW Corner) - BUS340S,40.3818433214332,-86.885783486711,0,0
BUS866,BUS866,Twyckenham & 18th St (SW Corner): BUS866,Twyckenham & 18th St (SW Corner) - BUS866,40.3815871704571,-86.8765660748819,0,0
BUS869,BUS869,18th St & Normandy Dr (NW Corner): BUS869,18th St & Normandy Dr (NW Corner) - BUS869,40.378214,-86.876233,0,0
BUS871,BUS871,18th St & Ortman Ln (NW Corner): BUS871,18th St & Ortman Ln (NW Corner) - BUS871,40.375111,-86.876154,0,0
BUS873,BUS873,18th St & Bridgewater Circle (West Side): BUS873,18th St & Bridgewater Circle (West Side) - BUS873,40.3709803742755,-86.8761315569956,0,0
BUS874,BUS874,Valley Lakes Center on Vet Mem Pkwy S: BUS874,Valley Lakes Center on Vet Mem Pkwy S - BUS874,40.367103,-86.874180249821,0,0
BUS875SW,BUS875SW,Vet Mem Pkwy S & Regal Valley Dr: BUS875SW,Vet Mem Pkwy S & Regal Valley Dr - BUS875SW,40.367103,-86.8713411314095,0,0
BUS876,BUS876,Foxfire Apts on Veterans Mem Pkwy S: BUS876,Foxfire Apts on Veterans Mem Pkwy S - BUS876,40.367103,-86.8681922178383,0,0
BUS877,BUS877,Promenade Pkwy & Veterans Memorial Pkwy S: BUS877,Promenade Pkwy & Veterans Memorial Pkwy S - BUS87,40.366733,-86.862837,0,0
BUS892,BUS892,Pink Walrus Yogurt: BUS892,Pink Walrus Yogurt - BUS892,40.366158,-86.861817,0,0
BUS959,BUS959,Soldiers Home Rd & Linda Ln (SW Corner): BUS959,Soldiers Home Rd & Linda Ln (SW Corner) - BUS959,40.457171825002,-86.9027846695652,0,0
BUS144,BUS144,Univ Crossing Apts Soldiers Home(@Shelter): BUS144,University Crossing Apts on Soldiers Home Rd (@Shelter) - BUS144,40.4544386538529,-86.9031937064644,0,0
BUS595W,BUS595W,Happy Hollow Apts on Happy Hollow Rd: BUS595W,Happy Hollow Apts on Happy Hollow Rd - BUS595W,40.450704,-86.901699,0,0
BUS361NW,BUS361NW,Happy Hollow Rd & Chippewa St (NW Corner):BUS361NW,Happy Hollow Rd & Chippewa St (NW Corner) - BUS361NW,40.4499472945897,-86.9011485219686,0,0
BUS596,BUS596,Happy Hollow Rd & Knox Dr (NW Corner): BUS596,Happy Hollow Rd & Knox Dr (NW Corner) - BUS596,40.4483004181564,-86.8998141229042,0,0
BUS597W,BUS597W,Happy Hollow Rd & Pathway Ln (SW Corner): BUS597W,Happy Hollow Rd & Pathway Ln (SW Corner) - BUS597W,40.4464376238846,-86.8995298087316,0,0
BUS599W,BUS599W,Happy Hollow Rd & Laurel Dr (SW Corner): BUS599W,Happy Hollow Rd & Laurel Dr (SW Corner) -  BUS599W,40.4440906908566,-86.899749749884,0,0
BUS123W,BUS123W,Nobb Hill Apts on Happy Hollow (West): BUS123W,Nobb Hill Apts on Happy Hollow (West) - BUS123W,40.439366,-86.899393,0,0
BUS600E,BUS600E,Catherwood Dr & Happy Hollow Rd (East of): BUS600E,Catherwood Dr & Happy Hollow Rd (East of) - BUS600E,40.4368943236407,-86.8981350599608,0,0
BUS066,BUS066,North River Rd (SW at shelter): BUS066,North River Rd (SW at shelter) - BUS066,40.4319925863738,-86.8992522000821,0,0
BUS602W,BUS602W,River Rd & Robinson (NW Corner): BUS602W,River Rd & Robinson (NW Corner) - BUS602W,40.428513,-86.900827,0,0
BUS124,BUS124,River Rd & Quincy St (at Shelter): BUS124,River Rd & Quincy St (at Shelter) - BUS124,40.427241,-86.901458,0,0
